WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Klepac A.,32,119,911,286,4,6,6,3,4,2,1,1,Retired,1.2,4.33,1.2,4.25,1.2,4.333,1.267,4.44,1.19,4.4
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Peng S.,Daniilidou E.,47,83,647,416,6,1,6,0,,,2,0,Completed,1.2,4.33,1.23,3.89,1.25,3.75,1.244,4.7,1.2,4.35
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Dushevina V.,1,57,3612,555,6,1,4,6,6,4,2,1,Completed,1.11,6,1.15,5.2,1.143,5,1.182,6,1.14,5.4
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Shvedova Y.,11,115,2076,305,6,4,6,2,,,2,0,Completed,1.1,6.5,1.1,6.75,1.111,6,1.164,6.48,1.12,5.9
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Garbin T.,Ani M.,81,97,434,352,6,0,7,6,,,2,0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.481,2.88,1.45,2.68
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Hsieh S.W.,Rodina E.,108,94,317,371,6,2,6,4,,,2,0,Completed,1.66,2.1,1.7,2.1,1.727,2,1.719,2.29,1.68,2.13
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Hantuchova D.,141,12,235,1847,6,4,6,2,,,2,0,Completed,2.37,1.53,2.45,1.5,2.5,1.5,2.5,1.625,2.32,1.58
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Coin J.,Dellacqua C.,188,40,158,699,7,6,7,6,,,2,0,Completed,4.5,1.16,4.25,1.2,4,1.222,4.85,1.235,4.35,1.2
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Razzano V.,60,33,531,829,6,4,6,1,,,2,0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.98,1.459,2.78,1.42
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Craybas J.,20,75,1202,447,6,3,7,6,,,2,0,Completed,1.14,5,1.2,4.25,1.143,5,1.187,5.85,1.13,5.75
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Moore J.,Oudin M.,178,221,167,134,7,6,7,6,,,2,0,Completed,2.62,1.44,2.85,1.4,2.625,1.444,3.05,1.444,2.85,1.4
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Petrova N.,Sanchez O.,21,104,1181,330,6,2,6,4,,,2,0,Completed,1.03,11,1.04,9.25,1.05,8.5,1.045,18,1.04,11
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Vaidisova N.,Cetkovska P.,22,66,1172,495,6,1,6,2,,,2,0,Completed,1.25,3.75,1.28,3.46,1.25,3.75,1.312,3.91,1.3,3.4
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Chan Y.J.,Kudryavtseva A.,69,84,473,413,4,6,7,5,6,3,2,1,Completed,2.25,1.57,2.15,1.65,2.25,1.571,2.33,1.699,2.24,1.62
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Olaru I.,Gallovits E.,124,88,266,400,6,0,6,2,,,2,0,Completed,1.61,2.2,1.6,2.3,1.667,2.1,1.746,2.24,1.55,2.38
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,De Los Rios R.,Sromova H.,113,293,314,85,6,3,2,6,6,3,2,1,Completed,1.57,2.25,,,1.571,2.25,1.699,2.33,1.65,2.18
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Mattek B.,Domachowska M.,44,55,655,567,6,7,7,5,6,4,2,1,Completed,1.53,2.37,1.55,2.35,1.533,2.375,1.645,2.45,1.55,2.38
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Bondarenko K.,3,46,3341,649,6,1,6,4,,,2,0,Completed,1.04,9,1.04,9.25,1.04,9,1.056,15,1.03,12
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Lisicki S.,Martinez-Sanchez M.J.,73,79,456,440,6,3,6,4,,,2,0,Completed,1.9,1.8,1.8,1.95,1.8,1.909,1.935,1.971,1.96,1.8
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko A.,Jackson J.,31,271,946,96,2,6,6,3,6,2,2,1,Completed,1.16,4.5,1.2,4.25,1.222,4,1.267,4.45,1.2,4.35
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bremond S.,Goerges J.,121,101,277,344,7,6,6,4,,,2,0,Completed,3,1.36,2.85,1.4,2.75,1.4,3.4,1.385,3.25,1.32
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Vakulenko J.,71,80,467,436,4,6,6,1,6,2,2,1,Completed,2,1.72,1.95,1.8,1.833,1.833,1.971,1.935,2,1.77
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Stosur S.,8,72,2586,463,6,2,6,3,,,2,0,Completed,1.04,10,1.04,9.25,1.071,7.5,1.08,11,1.07,7.75
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kanepi K.,Niculescu M.,43,67,677,489,6,0,6,3,,,2,0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.602,2.56,1.53,2.44
44,New York,US Open,8/26/2008,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Pin C.,17,77,1415,444,7,5,6,0,,,2,0,Completed,1.12,5.5,1.13,5.5,1.143,5,1.16,6.65,1.15,5.2
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,1st Round,3,Mauresmo A.,Dechy N.,29,86,971,407,4,6,6,3,6,2,2,1,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.435,3.1,1.47,2.6
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Pavlyuchen. A.,15,85,1542,410,6,3,6,3,,,2,0,Completed,1.36,3,1.4,2.85,1.4,2.75,1.446,3.04,1.44,2.7
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Bychkova E.,56,106,565,328,3,6,7,5,6,3,2,1,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.478,2.89,1.4,2.85
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Errani S.,36,39,795,701,4,6,6,2,6,0,2,1,Completed,1.22,4,1.23,3.89,1.286,3.5,1.276,4.32,1.22,4.1
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Rybarikova M.,Paszek T.,89,68,392,481,6,1,6,2,,,2,0,Completed,2.37,1.53,2.35,1.55,2.25,1.571,2.67,1.565,2.4,1.54
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Keothavong A.,Schiavone F.,87,27,402,981,6,2,3,6,6,4,2,1,Completed,4,1.22,3.75,1.25,4,1.222,4.8,1.238,4.1,1.22
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Cirstea S.,4,53,3181,603,7,6,6,1,,,2,0,Completed,1.11,6,1.13,5.5,1.1,6.5,1.163,6.54,1.17,4.8
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Perebiynis T.,Zvonareva V.,76,10,444,2117,6,3,6,3,,,2,0,Completed,6.5,1.1,6.75,1.1,6,1.111,7.93,1.131,7,1.09
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Srebotnik K.,Meusburger Y.,28,110,972,317,6,1,6,3,,,2,0,Completed,1.12,5.5,1.17,4.67,1.143,5,1.167,6.4,1.12,6
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Arvidsson S.,2,63,3515,497,6,3,6,7,7,5,2,1,Completed,1.07,7.5,1.07,7.19,1.071,7.5,1.074,11.5,1.1,6.5
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Dementieva E.,Parmentier P.,6,49,3070,632,6,2,6,1,,,2,0,Completed,1.06,8,1.04,9.25,1.05,8.5,1.074,11.5,1.08,7.5
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Zheng J.,Medina Garrigues A.,37,26,760,1001,6,1,6,4,,,2,0,Completed,1.57,2.25,1.6,2.25,1.667,2.1,1.645,2.45,1.58,2.32
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Bammer S.,Rezai A.,30,74,952,452,6,1,7,5,,,2,0,Completed,1.25,3.75,1.26,3.59,1.286,3.5,1.265,4.48,1.27,3.6
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Bartoli M.,Ruano Pascual V.,13,102,1635,339,6,4,6,2,,,2,0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.174,6.26,1.13,5.6
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Camerin M.E.,18,133,1403,246,6,1,6,2,,,2,0,Completed,1.06,8,1.04,9.25,1.063,8,1.071,12,1.08,7.5
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Benesova I.,14,50,1593,622,6,2,6,3,,,2,0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.154,6.91,1.13,5.6
44,New York,US Open,8/27/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Davenport L.,Kleybanova A.,24,34,1115,813,7,5,6,3,,,2,0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.315,3.87,1.28,3.5
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Bacsinszky T.,Chan Y.J.,60,69,531,473,6,3,6,2,,,2,0,Completed,2.2,1.61,2.3,1.6,2.25,1.571,2.15,1.76,2.1,1.7
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Petrova N.,Hsieh S.W.,21,108,1181,317,6,4,6,2,,,2,0,Completed,1.05,9,1.07,7.19,1.083,7,,,1.08,7.5
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Bremond S.,Vaidisova N.,121,22,277,1172,7,5,6,3,,,2,0,Completed,5,1.14,5.2,1.15,4.5,1.167,,,5.5,1.14
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko A.,Lisicki S.,31,73,946,456,6,4,1,6,6,4,2,1,Completed,1.57,2.25,1.65,2.15,1.571,2.25,,,1.6,2.28
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Duque Marino M.,11,125,2076,264,6,0,7,6,,,2,0,Completed,1.04,10,1.04,9.25,1.063,8,,,1.07,8
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Mattek B.,17,44,1415,655,7,6,6,1,,,2,0,Completed,1.22,4,1.23,3.89,1.25,3.75,,,1.25,3.8
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Cibulkova D.,Olaru I.,20,124,1202,266,6,2,6,2,,,2,0,Completed,1.14,5,1.17,4.67,1.143,5,,,1.2,4.35
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Safina D.,Vinci R.,7,164,3047,189,6,4,6,3,,,2,0,Completed,1.03,11,1.04,9.25,1.05,8.5,,,1.04,10
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Garbin T.,Szavay A.,81,16,434,1489,5,7,6,2,6,3,2,1,Completed,3.75,1.25,3.22,1.32,3.4,1.3,3.84,1.318,3.7,1.26
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Sugiyama A.,Govortsova O.,32,48,911,645,4,6,7,6,6,1,2,1,Completed,1.8,1.9,1.8,1.95,1.833,1.833,1.85,2.01,1.82,1.94
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,De Los Rios R.,8,113,2586,314,6,0,6,3,,,2,0,Completed,1.01,15,1.02,11.5,1.02,11,1.029,26,1.02,15
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Pennetta F.,Peng S.,19,47,1335,647,6,2,6,7,6,1,2,1,Completed,1.9,1.8,1.87,1.87,1.83,1.83,2.14,1.806,2.1,1.7
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Groenefeld A.L.,Moore J.,141,178,235,167,6,1,6,3,,,2,0,Completed,1.14,5,1.2,4.25,1.167,4.5,1.187,5.85,1.14,5.5
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Mauresmo A.,Kanepi K.,29,43,971,677,2,6,6,4,6,0,2,1,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.543,2.74,1.5,2.52
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Coin J.,Ivanovic A.,188,1,158,3612,6,3,4,6,6,3,2,1,Completed,10,1.04,9.25,1.04,9,1.04,10,1.091,8,1.07
44,New York,US Open,8/28/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Vesnina E.,3,71,3341,467,6,1,6,1,,,2,0,Completed,1.02,13,1.02,11.5,1.03,10,1.03,24,1.02,15
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Zheng J.,2,37,3515,760,7,5,7,5,,,2,0,Completed,1.38,2.87,1.4,2.9,1.364,3,1.435,3.1,1.42,2.78
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Makarova E.,36,56,795,565,6,1,4,6,6,2,2,1,Completed,1.22,4,1.21,4.06,1.222,4,1.219,5.16,1.17,4.8
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Dementieva E.,Keothavong A.,6,87,3070,402,6,3,6,4,,,2,0,Completed,1.05,8.5,1.04,9.25,1.04,9,1.061,14,1.07,8
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Srebotnik K.,Kuznetsova S.,28,4,972,3181,6,3,6,7,6,3,2,1,Completed,4.33,1.2,4.25,1.2,4.5,1.167,4.1,1.294,4,1.23
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Wozniacki C.,Azarenka V.,18,14,1403,1593,6,4,6,4,,,2,0,Completed,1.57,2.25,1.58,2.28,1.571,2.25,1.649,2.44,1.67,2.15
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Bammer S.,Perebiynis T.,30,76,952,444,6,3,6,0,,,2,0,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.524,2.78,1.47,2.6
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Schnyder P.,Rybarikova M.,15,89,1542,392,7,6,6,4,,,2,0,Completed,1.4,2.75,1.4,2.85,1.364,3,1.444,3.05,1.4,2.85
44,New York,US Open,8/29/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Bartoli M.,Davenport L.,13,24,1635,1115,6,1,7,6,,,2,0,Completed,2.62,1.44,2.45,1.5,2.625,1.444,2.98,1.459,2.85,1.4
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Cibulkova D.,11,20,2076,1202,6,0,6,3,,,2,0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.714,2.3,1.68,2.13
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Williams V.,Bondarenko A.,8,31,2586,946,6,2,6,1,,,2,0,Completed,1.07,7.5,1.04,9.25,1.071,7.5,1.071,12,1.08,7.5
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Mauresmo A.,Coin J.,29,188,971,158,6,4,6,4,,,2,0,Completed,1.25,3.75,1.28,3.5,1.25,3.75,1.313,3.9,1.27,3.6
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Sugiyama A.,3,32,3341,911,6,2,6,1,,,2,0,Completed,1.03,11,1.04,9.25,1.03,10,1.043,19,1.04,11
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Pennetta F.,Petrova N.,19,21,1335,1181,4,6,6,4,6,3,2,1,Completed,3.25,1.33,3.35,1.3,3.4,1.3,3.74,1.329,3.35,1.31
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Groenefeld A.L.,Cornet A.,141,17,235,1415,6,4,7,5,,,2,0,Completed,2.37,1.53,2.28,1.58,2.25,1.571,2.42,1.658,2.28,1.6
44,New York,US Open,8/30/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Safina D.,Bacsinszky T.,7,60,3047,531,3,6,7,5,6,2,2,1,Completed,1.08,7,1.04,9.25,1.1,6.5,1.08,11,1.04,11
44,New York,US Open,8/31/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Bremond S.,Garbin T.,121,81,277,434,7,5,3,6,6,4,2,1,Completed,2.25,1.57,2.45,1.5,2.2,1.615,2.5,1.625,2.4,1.54
44,New York,US Open,8/31/2008,Grand Slam,Outdoor,Hard,4th Round,3,Jankovic J.,Wozniacki C.,2,18,3515,1403,3,6,6,2,6,1,2,1,Completed,1.8,1.9,1.87,1.87,1.833,1.833,1.787,2.17,1.85,1.9
44,New York,US Open,8/31/2008,Grand Slam,Outdoor,Hard,4th Round,3,Bammer S.,Bartoli M.,30,13,952,1635,7,6,0,6,6,4,2,1,Completed,2.37,1.53,2.3,1.6,2.375,1.533,2.5,1.625,2.46,1.52
44,New York,US Open,8/31/2008,Grand Slam,Outdoor,Hard,4th Round,3,Schnyder P.,Srebotnik K.,15,28,1542,972,4,6,6,3,6,3,2,1,Completed,1.9,1.8,1.95,1.8,1.833,1.833,2,1.909,2,1.77
44,New York,US Open,8/31/2008,Grand Slam,Outdoor,Hard,4th Round,3,Dementieva E.,Li N.,6,36,3070,795,6,4,6,1,,,2,0,Completed,1.36,3,1.4,2.85,1.364,3,1.465,2.95,1.42,2.8
44,New York,US Open,9/1/2008,Grand Slam,Outdoor,Hard,4th Round,3,Safina D.,Groenefeld A.L.,7,141,3047,235,7,5,6,0,,,2,0,Completed,1.25,3.75,1.3,3.45,1.25,3.75,1.324,3.79,1.28,3.55
44,New York,US Open,9/1/2008,Grand Slam,Outdoor,Hard,4th Round,3,Pennetta F.,Mauresmo A.,19,29,1335,971,6,3,6,0,,,2,0,Completed,2.25,1.57,2.4,1.53,2.375,1.533,2.58,1.595,2.46,1.52
44,New York,US Open,9/1/2008,Grand Slam,Outdoor,Hard,4th Round,3,Williams V.,Radwanska A.,8,11,2586,2076,6,1,6,3,,,2,0,Completed,1.25,3.75,1.25,3.75,1.222,4,1.284,4.22,1.25,3.8
44,New York,US Open,9/1/2008,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Bremond S.,3,121,3341,277,6,2,6,2,,,2,0,Completed,1.01,15,1.02,11.5,1.03,10,1.025,28.5,1.02,15
44,New York,US Open,9/2/2008,Grand Slam,Outdoor,Hard,Quarterfinals,3,Dementieva E.,Schnyder P.,6,15,3070,1542,6,2,6,3,,,2,0,Completed,1.16,5,1.2,4.25,1.167,4.5,1.232,4.91,1.17,4.8
44,New York,US Open,9/2/2008,Grand Slam,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Bammer S.,2,30,3515,952,6,1,6,4,,,2,0,Completed,1.16,5,1.15,5.2,1.167,4.5,1.2,5.5,1.17,4.8
44,New York,US Open,9/3/2008,Grand Slam,Outdoor,Hard,Quarterfinals,3,Safina D.,Pennetta F.,7,19,3047,1335,6,2,6,3,,,2,0,Completed,1.22,4.33,1.25,3.75,1.22,4,1.269,4.42,1.25,3.75
44,New York,US Open,9/4/2008,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Williams V.,3,8,3341,2586,7,6,7,6,,,2,0,Completed,1.66,2.2,1.65,2.15,1.72,2,1.725,2.28,1.75,2.03
44,New York,US Open,9/5/2008,Grand Slam,Outdoor,Hard,Semifinals,3,Jankovic J.,Dementieva E.,2,6,3515,3070,6,4,6,4,,,2,0,Completed,2.37,1.57,2.3,1.6,2.2,1.61,2.5,1.625,2.46,1.52
44,New York,US Open,9/5/2008,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Safina D.,3,7,3341,3047,6,3,6,2,,,2,0,Completed,1.3,3.5,1.35,3.1,1.36,3,1.397,3.32,1.34,3.2
44,New York,US Open,9/7/2008,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Jankovic J.,3,2,3341,3515,6,4,7,5,,,2,0,Completed,1.25,4,1.27,4.01,1.25,3.75,1.275,4.33,1.23,4
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Yuan M.,Shvedova Y.,98,103,357,334,5,7,6,2,7,5,2,1,Completed,2.2,1.61,1.99,1.76,2.1,1.66,2.43,1.654,2,1.76
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Domachowska M.,Tananta L.,57,542,554,28,6,2,6,3,,,2,0,Completed,,,,,,,4.33,1.275,,
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Schiavone F.,Gumulya S.,28,264,981,101,6,2,6,0,,,2,0,Completed,1.1,6.5,1.11,5.84,1.08,7,1.137,7.6,,
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Peng S.,Morita A.,40,143,705,238,6,2,6,1,,,2,0,Completed,,,,,,,,,,
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Amanmuradova A.,Damayanti A.F.,78,823,437,10,6,2,6,1,,,2,0,Completed,1.12,5.5,1.15,5.2,1.1,6.5,1.185,5.92,,
45,Bali,Commonwealth Bank Tennis Classic,9/8/2008,3,Outdoor,Hard,1st Round,3,Paszek T.,Groenefeld A.L.,85,83,401,406,7,5,6,4,,,2,0,Completed,2.62,1.44,2.45,1.5,2.5,1.5,2.76,1.538,2.52,1.5
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Rodionova A.,Vakulenko J.,77,118,438,298,6,2,3,0,,,1,0,Retired,2.2,1.61,2.15,1.65,2,1.72,2.37,1.68,2.18,1.65
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Petrova N.,Nakamura A.,22,134,1181,261,6,3,6,1,,,2,0,Completed,1.07,7.5,1.1,6.75,1.05,8.5,1.08,11,1.08,7.5
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Savchuk O.,Kudryavtseva A.,121,81,291,413,7,5,6,2,,,2,0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,3.07,1.441,2.67,1.45
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Craybas J.,Wozniak A.,76,42,447,698,3,6,6,3,6,2,2,1,Completed,3,1.36,2.85,1.4,3,1.364,3.11,1.433,3,1.37
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Garbin T.,Czink M.,62,120,522,294,6,2,7,6,,,2,0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.585,2.61,1.45,2.67
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Chan Y.J.,Bardina V.,59,984,531,5,6,2,6,1,,,2,0,Completed,1.14,5,1.2,4.25,1.167,4.5,1.232,4.91,1.23,4
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Errani S.,Grandin N.,41,305,701,77,6,2,6,1,,,2,0,Completed,1.12,5.5,1.15,5.2,1.167,4.5,1.175,6.2,1.17,4.7
45,Bali,Commonwealth Bank Tennis Classic,9/9/2008,3,Outdoor,Hard,1st Round,3,Pennetta F.,King V.,16,100,1525,350,7,6,6,1,,,2,0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.228,4.99,1.2,4.3
45,Bali,Commonwealth Bank Tennis Classic,9/10/2008,3,Outdoor,Hard,2nd Round,3,Domachowska M.,Craybas J.,57,76,554,447,6,3,6,7,6,4,2,1,Completed,1.5,2.5,1.5,2.45,1.571,2.25,1.543,2.74,1.5,2.55
45,Bali,Commonwealth Bank Tennis Classic,9/10/2008,3,Outdoor,Hard,2nd Round,3,Hantuchova D.,Savchuk O.,11,121,1847,291,6,1,7,5,,,2,0,Completed,1.2,4.33,1.25,3.75,1.25,3.75,1.265,4.48,1.27,3.6
45,Bali,Commonwealth Bank Tennis Classic,9/10/2008,3,Outdoor,Hard,2nd Round,3,Schiavone F.,Amanmuradova A.,28,78,981,437,6,3,6,2,,,2,0,Completed,1.28,3.5,1.3,3.35,1.3,3.4,1.308,3.95,1.3,3.4
45,Bali,Commonwealth Bank Tennis Classic,9/10/2008,3,Outdoor,Hard,2nd Round,3,Schnyder P.,Yuan M.,13,98,1702,357,6,2,7,5,,,2,0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.194,5.65,1.18,4.6
45,Bali,Commonwealth Bank Tennis Classic,9/11/2008,3,Outdoor,Hard,2nd Round,3,Chan Y.J.,Peng S.,59,40,531,705,6,1,7,5,,,2,0,Completed,2.75,1.4,2.92,1.37,2.75,1.4,3.21,1.415,2.64,1.46
45,Bali,Commonwealth Bank Tennis Classic,9/11/2008,3,Outdoor,Hard,2nd Round,3,Pennetta F.,Rodionova A.,16,77,1525,438,6,3,7,5,,,2,0,Completed,1.14,5,1.2,4.25,1.125,5.5,1.197,5.57,1.2,4.3
45,Bali,Commonwealth Bank Tennis Classic,9/11/2008,3,Outdoor,Hard,2nd Round,3,Petrova N.,Garbin T.,22,62,1181,522,6,1,6,1,,,2,0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.176,6.19,1.14,5.3
45,Bali,Commonwealth Bank Tennis Classic,9/11/2008,3,Outdoor,Hard,2nd Round,3,Paszek T.,Errani S.,85,41,401,701,6,0,7,6,,,2,0,Completed,1.83,1.83,1.87,1.87,1.8,1.909,2,1.909,1.9,1.86
45,Bali,Commonwealth Bank Tennis Classic,9/12/2008,3,Outdoor,Hard,Quarterfinals,3,Petrova N.,Schiavone F.,22,28,1181,981,6,4,6,3,,,2,0,Completed,1.4,2.75,1.5,2.45,1.571,2.25,1.459,2.98,1.53,2.45
45,Bali,Commonwealth Bank Tennis Classic,9/12/2008,3,Outdoor,Hard,Quarterfinals,3,Schnyder P.,Domachowska M.,13,57,1702,554,6,2,6,2,,,2,0,Completed,1.16,4.5,1.25,3.75,1.25,3.75,1.275,4.33,1.23,4
