WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Bremond S.,12,71,1774,415,6,3,6,0,,,2,0,Completed,1.05,9,1.06,9,1.05,8.5,1.065,13.5,1.04,10
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Hingis M.,Parmentier P.,17,106,1621,307,6,2,7,5,,,2,0,Completed,1.05,9,1.05,10,1.06,7.91,1.077,11.5,1.08,7.4
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Vakulenko J.,Kostanic Tosic J.,50,89,546,355.75,6,2,6,1,,,2,0,Completed,1.3,3.4,1.28,3.5,1.28,3.46,1.358,3.59,1.35,3.1
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Petrova N.,Rodionova A.,8,87,2238,369,7,5,6,1,,,2,0,Completed,1.04,10,1.04,10,1.04,9.25,1.044,18.5,1.05,9.5
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Kirilenko M.,Srebotnik K.,36,24,780,1051,6,4,6,3,,,2,0,Completed,2.2,1.61,2.25,1.6,2.2,1.63,2.29,1.719,2.04,1.74
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Vaidisova N.,Pennetta F.,15,83,1708,391,6,2,7,6,,,2,0,Completed,1.06,8,1.09,7,1.07,7.27,1.07,12.25,1.08,7.4
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Szavay A.,Krajicek M.,31,33,847.75,801,7,6,6,3,,,2,0,Completed,1.66,2.1,1.66,2.15,1.65,2.15,1.69,2.35,1.78,2
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Razzano V.,32,37,833.5,747.5,6,2,6,3,,,2,0,Completed,1.5,2.5,1.5,2.5,1.53,2.4,1.662,2.41,1.55,2.38
45,New York,US Open,8/30/2007,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Dellacqua C.,2,90,3845,347,6,1,6,0,,,2,0,Completed,1.01,15,1.01,16,1.01,17,1.02,36,1.02,18
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Henin J.,Makarova E.,1,156,4692,205.5,6,0,6,2,,,2,0,Completed,1.01,15,1.01,15,1.01,17,1.025,28.5,1.01,30
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Safina D.,Rolle A.,16,109,1708,304,6,4,6,3,,,2,0,Completed,1.06,8,1.09,7,1.1,6.25,1.118,8.65,1.13,5.5
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Bartoli M.,Safarova L.,10,23,1989,1076,4,6,6,2,6,3,2,1,Completed,1.61,2.2,1.66,2.15,1.65,2.15,1.752,2.23,1.8,1.96
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Bammer S.,Dementieva E.,20,13,1196,1770,6,1,6,2,,,2,0,Completed,2.75,1.39,2.7,1.43,2.9,1.38,3.11,1.433,2.68,1.45
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Ivanovic A.,Dushevina V.,5,58,2847,503.75,6,1,6,3,,,2,0,Completed,1.03,11,1.06,9,1.04,9.25,1.048,16.63,1.05,9.5
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Zvonareva V.,9,28,2237,903,6,4,7,6,,,2,0,Completed,1.11,6,1.15,5,1.15,5,1.174,6.25,1.15,5.15
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Cornet A.,3,96,3429,331,4,6,6,2,6,3,2,1,Completed,1.02,12,1.05,10,1.03,11,1.05,16,1.04,11
45,New York,US Open,8/31/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Williams V.,Bondarenko A.,14,21,1765,1114,6,1,6,2,,,2,0,Completed,1.08,7,1.09,7,1.07,7.27,1.091,10,1.1,6.75
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Vakulenko J.,Kirilenko M.,50,36,546,780,6,2,6,4,,,2,0,Completed,3,1.36,2.7,1.43,2.8,1.4,3.1,1.435,2.68,1.45
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Szavay A.,Petrova N.,31,8,847.75,2238,6,4,6,4,,,2,0,Completed,2.5,1.5,2.55,1.48,2.5,1.5,2.63,1.578,2.28,1.6
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Sharapova M.,32,2,833.5,3845,6,4,1,6,6,2,2,1,Completed,10,1.04,10,1.05,8.5,1.05,15,1.056,9.5,1.05
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Chakvetadze A.,Mirza S.,6,27,2586,926,6,2,6,3,,,2,0,Completed,1.16,4.5,1.25,3.7,1.22,4,1.225,5.05,1.22,4.1
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Paszek T.,Schnyder P.,43,12,604.25,1774,4,6,6,4,7,6,2,1,Completed,3,1.36,2.8,1.4,3.25,1.33,3.35,1.392,3.1,1.35
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Hingis M.,41,17,672.5,1621,3,6,6,1,6,0,2,1,Completed,2.25,1.57,2.2,1.63,2.3,1.57,2.45,1.645,2.2,1.64
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Medina Garrigues A.,4,34,3176,784,6,3,6,1,,,2,0,Completed,1.06,8,1.11,6,1.07,7.27,1.087,10.5,1.1,6.75
45,New York,US Open,9/1/2007,Grand Slam,Outdoor,Hard,3rd Round,3,Peer S.,Vaidisova N.,19,15,1524,1708,6,4,3,6,7,6,2,1,Completed,2.62,1.44,2.65,1.45,2.65,1.45,3.04,1.446,2.85,1.4
45,New York,US Open,9/2/2007,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Bartoli M.,9,10,2237,1989,6,3,6,4,,,2,0,Completed,1.19,4.33,1.18,4.5,1.18,4.5,1.283,4.23,1.17,4.8
45,New York,US Open,9/2/2007,Grand Slam,Outdoor,Hard,4th Round,3,Williams V.,Ivanovic A.,14,5,1765,2847,6,4,6,2,,,2,0,Completed,1.44,2.62,1.43,2.7,1.45,2.65,1.524,2.78,1.48,2.58
45,New York,US Open,9/2/2007,Grand Slam,Outdoor,Hard,4th Round,3,Henin J.,Safina D.,1,16,4692,1708,6,0,6,2,,,2,0,Completed,1.04,10,1.05,10,1.04,9.5,1.05,16,1.05,9
45,New York,US Open,9/2/2007,Grand Slam,Outdoor,Hard,4th Round,3,Jankovic J.,Bammer S.,3,20,3429,1196,6,4,4,6,6,1,2,1,Completed,1.14,5,1.13,5.4,1.14,5.2,1.2,5.5,1.18,4.6
45,New York,US Open,9/3/2007,Grand Slam,Outdoor,Hard,4th Round,3,Kuznetsova S.,Azarenka V.,4,41,3176,672.5,6,2,6,3,,,2,0,Completed,1.16,4.5,1.77,2,1.17,4.65,1.182,6,1.21,4.2
45,New York,US Open,9/3/2007,Grand Slam,Outdoor,Hard,4th Round,3,Szavay A.,Vakulenko J.,31,50,847.75,546,6,4,7,6,,,2,0,Completed,1.28,3.5,1.36,3,1.36,3,1.328,3.75,1.37,3
45,New York,US Open,9/3/2007,Grand Slam,Outdoor,Hard,4th Round,3,Peer S.,Radwanska A.,19,32,1524,833.5,6,4,6,1,,,2,0,Completed,1.57,2.25,1.69,2.1,1.63,2.2,1.685,2.36,1.64,2.2
45,New York,US Open,9/3/2007,Grand Slam,Outdoor,Hard,4th Round,3,Chakvetadze A.,Paszek T.,6,43,2586,604.25,6,1,7,5,,,2,0,Completed,1.14,5,1.2,4.25,1.17,4.65,1.211,5.35,1.2,4.3
45,New York,US Open,9/5/2007,Grand Slam,Outdoor,Hard,Quarterfinals,3,Henin J.,Williams S.,1,9,4692,2237,7,6,6,1,,,2,0,Completed,1.44,2.75,1.45,2.65,1.45,2.7,1.49,2.83,1.4,2.88
45,New York,US Open,9/5/2007,Grand Slam,Outdoor,Hard,Quarterfinals,3,Chakvetadze A.,Peer S.,6,19,2586,1524,6,4,6,1,,,2,0,Completed,1.53,2.5,1.55,2.35,1.45,2.75,1.56,2.68,1.5,2.5
45,New York,US Open,9/5/2007,Grand Slam,Outdoor,Hard,Quarterfinals,3,Kuznetsova S.,Szavay A.,4,31,3176,847.75,6,1,6,4,,,2,0,Completed,1.33,3.4,1.3,3.35,1.3,3.3,1.32,3.86,1.33,3.2
45,New York,US Open,9/6/2007,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams V.,Jankovic J.,14,3,1765,3429,4,6,6,1,7,6,2,1,Completed,1.36,3.2,1.28,3.5,1.35,3.15,1.35,3.66,1.38,2.95
45,New York,US Open,9/7/2007,Grand Slam,Outdoor,Hard,Semifinals,3,Kuznetsova S.,Chakvetadze A.,4,6,3176,2586,3,6,6,1,6,1,2,1,Completed,1.44,2.75,1.43,2.7,1.5,2.6,1.524,2.78,1.5,2.52
45,New York,US Open,9/7/2007,Grand Slam,Outdoor,Hard,Semifinals,3,Henin J.,Williams V.,1,14,4692,1765,7,6,6,4,,,2,0,Completed,1.44,2.75,1.46,2.6,1.45,2.75,1.493,2.83,1.52,2.45
45,New York,US Open,9/9/2007,Grand Slam,Outdoor,Hard,The Final,3,Henin J.,Kuznetsova S.,1,4,4692,3176,6,1,6,3,,,2,0,Completed,1.11,6.5,1.16,4.85,1.13,6,1.153,6.93,1.14,5.4
46,Bali,Commonwealth Bank Tennis Classic,9/10/2007,3,Outdoor,Hard,1st Round,3,Fedossova Y.,Hsieh S.W.,133,122,250,284.25,6,0,6,0,,,2,0,Completed,,,3,1.36,2.5,1.5,2.98,1.459,,
46,Bali,Commonwealth Bank Tennis Classic,9/10/2007,3,Outdoor,Hard,1st Round,3,Gallovits E.,Gajdosova J.,86,130,389.5,258.5,6,1,6,0,,,2,0,Completed,,,3,1.36,2.65,1.45,2.78,1.524,,
46,Bali,Commonwealth Bank Tennis Classic,9/10/2007,3,Outdoor,Hard,1st Round,3,Tamaela E.,Craybas J.,180,93,171.75,363.75,4,6,7,6,6,2,2,1,Completed,,,2.8,1.4,,,3.28,1.403,3.1,1.35
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Muller M.,Poutchek T.,44,98,637,348,6,3,6,3,,,2,0,Completed,1.57,2.25,1.58,2.3,1.5,2.5,1.571,2.65,1.33,3.2
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Ditty J.,Sromova H.,147,115,227.5,297.5,6,2,6,1,,,2,0,Completed,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Dellacqua C.,Wozniacki C.,85,73,391,434.5,1,6,6,1,6,3,2,1,Completed,1.83,1.83,1.87,1.87,1.9,1.85,2.03,1.885,2.18,1.65
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Cirstea S.,Rodionova A.,137,91,242,367,6,2,6,4,,,2,0,Completed,,,1.63,2.2,1.65,2.15,1.667,2.4,1.75,2.03
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Morita A.,Erakovic M.,154,158,213,202.5,6,4,6,4,,,2,0,Completed,,,1.63,2.2,1.55,2.35,1.658,2.42,1.65,2.18
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Schnyder P.,Zhang S.,13,157,1768,205,6,4,6,2,,,2,0,Completed,1.06,8,1.08,7.5,1.06,7.79,1.08,11,1.09,7
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Errani S.,Amanmuradova A.,90,105,367.75,325.5,6,3,6,7,7,6,2,1,Completed,3.75,1.25,2.35,1.55,2.3,1.57,2.37,1.68,2.38,1.55
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Davenport L.,Daniilidou E.,234,37,115,758.5,6,2,6,2,,,2,0,Completed,1.08,6.5,1.8,1.95,,,2,1.909,1.94,1.82
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Yuan M.,Shvedova Y.,142,81,233.75,396,6,0,6,1,,,2,0,Completed,,,2.4,1.53,2.3,1.57,2.46,1.641,2.18,1.65
46,Bali,Commonwealth Bank Tennis Classic,9/11/2007,3,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Gumulya S.,32,263,872,94.75,6,1,6,1,,,2,0,Completed,1.07,7,1.08,7,1.09,6.5,1.1,9,1.08,7.5
46,Bali,Commonwealth Bank Tennis Classic,9/12/2007,3,Outdoor,Hard,1st Round,3,Nakamura A.,Tanasugarn T.,57,78,521.5,407.5,6,1,6,7,7,5,2,1,Completed,1.53,2.37,1.6,2.25,1.63,2.2,1.613,2.53,1.55,2.38
46,Bali,Commonwealth Bank Tennis Classic,9/12/2007,3,Outdoor,Hard,2nd Round,3,Morita A.,Muller M.,154,44,213,637,6,4,6,0,,,2,0,Completed,2,1.72,2.2,1.63,2.15,1.65,2.4,1.667,2.1,1.7
46,Bali,Commonwealth Bank Tennis Classic,9/12/2007,3,Outdoor,Hard,2nd Round,3,Hantuchova D.,Tamaela E.,12,180,1932,171.75,7,5,6,3,,,2,0,Completed,1.05,8,1.07,8,1.05,8.5,1.056,15,1.07,8
46,Bali,Commonwealth Bank Tennis Classic,9/12/2007,3,Outdoor,Hard,2nd Round,3,Gallovits E.,Yuan M.,86,142,389.5,233.75,6,2,6,4,,,2,0,Completed,1.61,2.2,1.75,2,1.72,2.05,1.806,2.14,1.7,2.1
46,Bali,Commonwealth Bank Tennis Classic,9/13/2007,3,Outdoor,Hard,2nd Round,3,Nakamura A.,Fedossova Y.,57,133,521.5,250,6,2,6,2,,,2,0,Completed,1.4,2.75,1.35,3.05,,,1.541,2.75,1.45,2.65
46,Bali,Commonwealth Bank Tennis Classic,9/13/2007,3,Outdoor,Hard,2nd Round,3,Errani S.,Medina Garrigues A.,90,32,367.75,872,7,5,4,6,6,4,2,1,Completed,4.33,1.2,4.65,1.17,,,5.14,1.22,4.3,1.2
46,Bali,Commonwealth Bank Tennis Classic,9/13/2007,3,Outdoor,Hard,2nd Round,3,Jankovic J.,Dellacqua C.,3,85,3365,391,6,4,6,4,,,2,0,Completed,1.01,13,1.03,12,1.03,12.5,1.04,21,1.04,10
46,Bali,Commonwealth Bank Tennis Classic,9/13/2007,3,Outdoor,Hard,2nd Round,3,Davenport L.,Ditty J.,234,147,115,227.5,6,1,6,4,,,2,0,Completed,1.04,9,1.06,8.5,1.06,7.9,1.091,10,1.07,7.75
46,Bali,Commonwealth Bank Tennis Classic,9/13/2007,3,Outdoor,Hard,2nd Round,3,Cirstea S.,Schnyder P.,137,13,242,1768,6,2,5,7,7,5,2,1,Completed,6,1.11,5,1.15,5.5,1.13,6.65,1.16,5,1.16
46,Bali,Commonwealth Bank Tennis Classic,9/14/2007,3,Outdoor,Hard,Quarterfinals,3,Errani S.,Nakamura A.,90,57,367.75,521.5,6,1,6,2,,,2,0,Completed,2.5,1.5,2.65,1.45,2.5,1.5,2.68,1.562,2.46,1.52
46,Bali,Commonwealth Bank Tennis Classic,9/14/2007,3,Outdoor,Hard,Quarterfinals,3,Hantuchova D.,Morita A.,12,154,1932,213,6,2,6,1,,,2,0,Completed,1.16,4.5,1.15,5,1.2,4.2,1.233,4.89,1.2,4.3
46,Bali,Commonwealth Bank Tennis Classic,9/14/2007,3,Outdoor,Hard,Quarterfinals,3,Davenport L.,Jankovic J.,234,3,115,3365,6,4,2,6,6,2,2,1,Completed,2.75,1.39,1.12,5.65,3.15,1.33,3.44,1.379,2.85,1.4
46,Bali,Commonwealth Bank Tennis Classic,9/14/2007,3,Outdoor,Hard,Quarterfinals,3,Cirstea S.,Gallovits E.,137,86,242,389.5,3,6,6,4,7,6,2,1,Completed,1.53,2.37,1.58,2.3,1.57,2.3,1.568,2.66,1.68,2.1
46,Bali,Commonwealth Bank Tennis Classic,9/15/2007,3,Outdoor,Hard,Semifinals,3,Hantuchova D.,Cirstea S.,12,137,1932,242,7,5,6,1,,,2,0,Completed,1.14,5,1.15,5,1.13,5.5,1.152,7,1.14,5.1
46,Bali,Commonwealth Bank Tennis Classic,9/15/2007,3,Outdoor,Hard,Semifinals,3,Davenport L.,Errani S.,234,90,115,367.75,6,1,6,3,,,2,0,Completed,1.06,8,1.06,8,1.06,7.91,1.07,12.25,1.08,7
46,Bali,Commonwealth Bank Tennis Classic,9/16/2007,3,Outdoor,Hard,The Final,3,Davenport L.,Hantuchova D.,234,12,115,1932,6,4,3,6,6,2,2,1,Completed,1.36,3.2,1.36,3,1.35,3,1.357,3.6,1.35,3
47,Beijing,China Open,9/17/2007,2,Outdoor,Hard,1st Round,3,Cibulkova D.,Wozniacki C.,57,73,518.5,434.5,6,0,6,7,6,1,2,1,Completed,1.72,2,1.6,2.25,,,1.775,2.19,1.65,2.18
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Daniilidou E.,Govortsova O.,37,60,758.5,508.5,6,2,6,1,,,2,0,Completed,1.5,2.5,1.48,2.55,1.5,2.5,1.588,2.6,1.5,2.52
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Nakamura A.,Dominguez Lino L.,51,65,542.5,463,6,1,7,6,,,2,0,Completed,1.5,2.5,1.5,2.5,1.53,2.4,1.513,2.8,1.48,2.56
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Morigami A.,Medina Garrigues A.,56,31,523,891,6,4,6,4,,,2,0,Completed,1.9,1.8,1.95,1.8,,,2.05,1.87,2,1.78
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Ruano Pascual V.,Poutchkova O.,96,59,363,513.5,6,1,6,1,,,2,0,Completed,1.36,3,1.3,3.35,1.35,3.05,1.38,3.43,1.35,3.1
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Peng S.,Xu Y.F.,49,415,559,44,6,1,6,4,,,2,0,Completed,,,,,,,,,,
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Spears A.,Yan Z.,169,74,188.25,429.75,7,5,6,3,,,2,0,Completed,4.5,1.16,5.4,1.13,,,5.75,1.19,4.35,1.2
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Olaru I.,Muller M.,72,45,437.5,592,6,2,4,6,6,4,2,1,Completed,1.53,2.37,1.45,2.65,1.57,2.3,1.565,2.67,1.48,2.55
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Hingis M.,Sun T.T.,18,142,1673,240,6,2,6,3,,,2,0,Completed,1.06,8,1.05,9,1.06,7.9,1.1,9,1.1,6.5
47,Beijing,China Open,9/18/2007,2,Outdoor,Hard,1st Round,3,Szavay A.,Erakovic M.,23,158,1094,202.5,7,5,6,3,,,2,0,Completed,1.1,6.5,1.1,6.3,1.08,6.91,1.123,8.3,1.13,5.6
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,1st Round,3,Davenport L.,Ditty J.,154,138,214,250,6,0,6,2,,,2,0,Completed,1.03,11,1.02,13,1.04,9.25,1.038,21,1.03,14
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,1st Round,3,Mauresmo A.,Olaru I.,10,72,2062,437.5,6,2,6,2,,,2,0,Completed,1.06,8,1.1,6.3,,,1.098,9.25,1.1,6.5
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,2nd Round,3,Paszek T.,Craybas J.,39,95,744.25,363.75,6,3,6,3,,,2,0,Completed,1.16,4.5,1.14,5.25,1.2,4.2,1.183,5.95,1.2,4.3
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,2nd Round,3,Szavay A.,Cibulkova D.,23,57,1094,518.5,7,6,6,4,,,2,0,Completed,1.22,4,1.22,4,1.2,4.25,1.25,4.6,1.26,3.7
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,2nd Round,3,Salerni M.E.,Spears A.,113,169,307,188.25,6,2,7,5,,,2,0,Completed,,,,,,,,,,
47,Beijing,China Open,9/19/2007,2,Outdoor,Hard,2nd Round,3,Peng S.,Hingis M.,49,18,559,1673,7,5,6,1,,,2,0,Completed,3.25,1.33,3.15,1.33,3.3,1.3,3.61,1.356,3.5,1.28
47,Beijing,China Open,9/20/2007,2,Outdoor,Hard,2nd Round,3,Davenport L.,Daniilidou E.,154,37,214,758.5,7,5,6,3,,,2,0,Completed,1.12,5.5,1.11,6,1.08,6.91,1.132,7.89,1.1,6.5
47,Beijing,China Open,9/20/2007,2,Outdoor,Hard,2nd Round,3,Morigami A.,Nakamura A.,56,51,523,542.5,7,5,6,3,,,2,0,Completed,1.61,2.2,1.63,2.2,1.57,2.3,1.606,2.55,1.57,2.34
47,Beijing,China Open,9/20/2007,2,Outdoor,Hard,2nd Round,3,Dementieva E.,Paszek T.,15,39,1686,744.25,6,2,6,0,,,2,0,Completed,1.61,2.2,1.69,2.1,1.55,2.35,1.649,2.44,1.65,2.18
47,Beijing,China Open,9/20/2007,2,Outdoor,Hard,2nd Round,3,Jankovic J.,Ruano Pascual V.,3,96,3365,363,6,0,6,0,,,2,0,Completed,1.02,13,1.03,12,1.04,9.25,1.05,16,1.05,9
47,Beijing,China Open,9/21/2007,2,Outdoor,Hard,Quarterfinals,3,Davenport L.,Dementieva E.,154,15,214,1686,7,6,6,1,,,2,0,Completed,1.44,2.62,1.36,3,1.45,2.65,1.426,3.15,1.5,2.5
47,Beijing,China Open,9/21/2007,2,Outdoor,Hard,Quarterfinals,3,Szavay A.,Salerni M.E.,23,113,1094,307,6,2,6,4,,,2,0,Completed,1.1,6.5,1.08,7.5,1.08,6.91,1.095,9.5,1.08,7.5
47,Beijing,China Open,9/21/2007,2,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Morigami A.,3,56,3365,523,6,3,7,5,,,2,0,Completed,1.04,9,1.06,8.5,1.03,11,1.05,16,1.06,8.5
47,Beijing,China Open,9/21/2007,2,Outdoor,Hard,Quarterfinals,3,Peng S.,Mauresmo A.,49,10,559,2062,4,6,6,4,6,2,2,1,Completed,4.33,1.2,3.5,1.28,3.75,1.25,3.95,1.308,4,1.23
47,Beijing,China Open,9/22/2007,2,Outdoor,Hard,Semifinals,3,Jankovic J.,Davenport L.,3,154,3365,214,6,3,7,5,,,2,0,Completed,1.66,2.1,1.75,2,,,1.667,2.4,1.65,2.18
47,Beijing,China Open,9/22/2007,2,Outdoor,Hard,Semifinals,3,Szavay A.,Peng S.,23,49,1094,559,6,1,6,2,,,2,0,Completed,1.72,2,1.75,2,1.72,2.05,1.833,2.1,1.77,2
47,Beijing,China Open,9/23/2007,2,Outdoor,Hard,The Final,3,Szavay A.,Jankovic J.,23,3,1094,3365,6,7,7,5,6,2,2,1,Completed,4.5,1.2,3.8,1.24,4.25,1.2,4.9,1.233,4,1.23
48,Kolkata,Sunfeast Open,9/17/2007,3,Indoor,Greenset,1st Round,3,Ivanova E.,Cavaday N.,172,193,185,156,6,3,2,6,6,2,2,1,Completed,,,2.15,1.66,,,,,,
48,Kolkata,Sunfeast Open,9/17/2007,3,Indoor,Greenset,1st Round,3,Dellacqua C.,Wozniak A.,85,104,392,331.5,6,2,6,3,,,2,0,Completed,1.44,2.62,1.5,2.5,,,1.493,2.83,,
48,Kolkata,Sunfeast Open,9/17/2007,3,Indoor,Greenset,1st Round,3,Gajdosova J.,Fedossova Y.,132,127,258.5,266,6,3,6,4,,,2,0,Completed,1.61,2.2,1.87,1.87,,,1.671,2.39,1.6,2.25
48,Kolkata,Sunfeast Open,9/17/2007,3,Indoor,Greenset,1st Round,3,Kirilenko M.,Uberoi N.,35,267,808,91,6,2,6,2,,,2,0,Completed,1.06,8,1.08,7,1.06,7.9,1.07,12.24,1.08,7.4
48,Kolkata,Sunfeast Open,9/17/2007,3,Indoor,Greenset,1st Round,3,Chan Y.J.,Shroff K.,81,N/A,407,N/A,6,0,6,0,,,2,0,Completed,1.11,6,1.1,6.3,,,,,,
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Amanmuradova A.,Gallovits E.,107,76,325.5,419.5,6,2,,,,,1,0,Retired,2.37,1.53,2.5,1.5,2.5,1.5,2.57,1.599,2.43,1.53
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Rodionova A.,Sromova H.,94,128,367,264,6,3,6,2,,,2,0,Completed,1.61,2.2,1.55,2.35,1.57,2.3,1.741,2.25,1.66,2.16
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Poutchek T.,Kudryavtseva A.,100,67,348,459.25,6,3,6,3,,,2,0,Completed,2.62,1.44,2.7,1.43,2.5,1.5,2.78,1.524,2.58,1.48
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Arvidsson S.,Brianti A.,149,131,224,259.5,6,2,7,5,,,2,0,Completed,1.57,2.25,1.53,2.4,1.65,2.15,1.629,2.49,1.6,2.28
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Obziler T.,Shvedova Y.,112,88,315.5,384,7,6,6,7,6,1,2,1,Completed,2,1.72,1.87,1.87,,,2.02,1.893,1.95,1.8
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,Rao S.,Gumulya S.,211,316,134.5,72.25,2,6,6,4,6,2,2,1,Completed,1.57,2.25,1.58,2.3,,,1.565,2.67,,
48,Kolkata,Sunfeast Open,9/18/2007,3,Indoor,Greenset,1st Round,3,King V.,Bartoli M.,90,12,378,1999,6,1,7,5,,,2,0,Completed,5.5,1.12,5.65,1.12,5.65,1.12,8.2,1.125,5.6,1.13
48,Kolkata,Sunfeast Open,9/19/2007,3,Indoor,Greenset,1st Round,3,Keothavong A.,Errani S.,144,71,237,440.75,6,4,6,4,,,2,0,Completed,3,1.36,2.9,1.38,2.9,1.38,3,1.455,3.1,1.35
48,Kolkata,Sunfeast Open,9/19/2007,3,Indoor,Greenset,1st Round,3,Koryttseva M.,Adamczak M.,164,185,194.5,168,6,3,6,3,,,2,0,Completed,1.72,2,1.63,2.2,1.72,2.05,1.741,2.25,,
48,Kolkata,Sunfeast Open,9/19/2007,3,Indoor,Greenset,1st Round,3,Hantuchova D.,Domachowska M.,11,188,2012,161.75,6,2,6,1,,,2,0,Completed,1.11,6,1.1,6.3,1.08,6.91,1.123,8.33,1.12,5.8
48,Kolkata,Sunfeast Open,9/19/2007,3,Indoor,Greenset,1st Round,3,Pennetta F.,Iyer T.,69,354,451,59.25,6,3,6,1,,,2,0,Completed,1.12,5.5,1.11,6,1.12,5.65,1.155,6.86,1.13,5.6
48,Kolkata,Sunfeast Open,9/19/2007,3,Indoor,Greenset,2nd Round,3,Chan Y.J.,Gajdosova J.,81,132,407,258.5,6,1,6,2,,,2,0,Completed,,,1.87,1.87,,,2.01,1.901,2.03,1.75
