ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
49,Cincinnati,Western & Southern Financial Group Masters,8/16/03,Masters,Outdoor,Hard,Semifinals,3,Roddick A.,Mirnyi M.,4,26,7,6,6,4,,,,,,,2,0,Completed,1.222,4,1.2,4.25,1.2,3.3,1.2,4,,
49,Cincinnati,Western & Southern Financial Group Masters,8/17/03,Masters,Outdoor,Hard,Semifinals,3,Fish M.,Schuettler R.,41,8,7,6,7,6,,,,,,,2,0,Completed,2.25,1.571,2.25,1.6,2,1.55,2.2,1.615,,
49,Cincinnati,Western & Southern Financial Group Masters,8/17/03,Masters,Outdoor,Hard,The Final,3,Roddick A.,Fish M.,4,41,4,6,7,6,7,6,,,,,2,1,Completed,1.222,4,1.2,4.2,1.2,3.3,1.182,4.333,,
50,Long Island,TD Waterhouse Cup,8/18/03,International,Outdoor,Hard,1st Round,3,Kiefer N.,Mathieu P.H.,70,51,4,6,7,6,6,3,,,,,2,1,Completed,1.833,1.833,1.93,1.83,1.65,1.85,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,8/18/03,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Verdasco F.,22,123,6,7,6,4,6,0,,,,,2,1,Completed,1.286,3.25,1.36,2.95,1.3,2.7,1.333,3,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,de Voest R.,Chang M.,189,223,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Robredo T.,Acasuso J.,17,75,2,6,6,3,7,5,,,,,2,1,Completed,1.2,4,1.22,4,1.2,3.3,1.2,4,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Beck K.,Sanchez D.,71,56,2,6,6,4,6,3,,,,,2,1,Completed,1.4,2.75,1.38,2.9,1.4,2.3,,,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Nieminen J.,Lopez F.,39,29,6,3,1,1,,,,,,,1,0,Retired,1.909,1.8,1.85,1.9,1.85,1.65,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Kuerten G.,Hrbaty D.,14,54,6,4,7,6,,,,,,,2,0,Completed,1.5,2.5,1.45,2.65,1.55,2,1.533,2.375,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Rochus O.,Vicente F.,50,61,7,6,6,1,,,,,,,2,0,Completed,1.833,1.833,2.08,1.7,1.75,1.75,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,8/19/03,International,Outdoor,Hard,1st Round,3,Saretta F.,Costa A.,48,25,3,0,,,,,,,,,0,0,Retired,1.833,1.833,1.75,2,1.85,1.65,1.9,1.8,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Calleri A.,Gambill J.M.,19,49,6,4,7,5,,,,,,,2,0,Completed,2,1.727,2,1.75,1.9,1.6,2,1.727,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Blake J.,Bjorkman J.,41,44,6,1,7,6,,,,,,,2,0,Completed,1.286,3.25,1.25,3.65,1.3,2.7,1.222,3.75,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Youzhny M.,Mantilla F.,36,21,6,2,6,2,,,,,,,2,0,Completed,1.615,2.2,1.55,2.35,1.55,2,1.571,2.25,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Davydenko N.,11,38,6,3,6,4,,,,,,,2,0,Completed,1.25,3.5,1.3,3.35,1.3,2.7,1.286,3.25,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Sargsian S.,Corretja A.,53,85,7,5,6,2,,,,,,,2,0,Completed,2.2,1.615,2,1.75,1.9,1.6,2.1,1.667,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Chela J.I.,Gonzalez F.,34,15,4,6,7,6,6,0,,,,,2,1,Completed,1.909,1.8,1.95,1.8,1.75,1.75,1.9,1.8,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,1st Round,3,Morrison J.,Clement A.,200,31,6,4,6,4,,,,,,,2,0,Completed,2.875,1.364,2.75,1.42,2.5,1.35,2.875,1.364,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Calleri A.,39,19,6,1,6,4,,,,,,,2,0,Completed,1.615,2.2,1.65,2.15,1.6,1.9,1.667,2.1,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,de Voest R.,22,189,7,6,3,0,,,,,,,1,0,Retired,1.222,4,1.2,4.25,1.2,3.3,1.222,3.75,,
50,Long Island,TD Waterhouse Cup,8/20/03,International,Outdoor,Hard,2nd Round,3,Kuerten G.,Beck K.,14,71,7,5,6,3,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.25,3,1.364,2.875,,
50,Long Island,TD Waterhouse Cup,8/21/03,International,Outdoor,Hard,2nd Round,3,Blake J.,Robredo T.,41,17,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.43,2.7,1.45,2.2,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,8/21/03,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Rochus O.,34,50,7,6,6,1,,,,,,,2,0,Completed,1.333,3.25,1.25,3.7,1.3,2.7,1.286,3.25,,
50,Long Island,TD Waterhouse Cup,8/21/03,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Saretta F.,70,48,6,3,6,1,,,,,,,2,0,Completed,1.833,1.833,1.85,1.9,1.75,1.75,1.8,1.9,,
50,Long Island,TD Waterhouse Cup,8/21/03,International,Outdoor,Hard,2nd Round,3,Morrison J.,Youzhny M.,200,36,7,6,6,3,,,,,,,2,0,Completed,2.75,1.4,2.65,1.45,2.5,1.35,2.5,1.5,,
50,Long Island,TD Waterhouse Cup,8/22/03,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Sargsian S.,11,53,6,3,6,4,,,,,,,2,0,Completed,1.286,3.5,1.32,3.2,1.25,3,1.333,3,,
50,Long Island,TD Waterhouse Cup,8/22/03,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Chela J.I.,70,34,6,1,3,0,,,,,,,1,0,Retired,2.2,1.615,2.15,1.65,1.9,1.6,2.2,1.615,,
50,Long Island,TD Waterhouse Cup,8/22/03,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Morrison J.,11,200,6,4,6,3,,,,,,,2,0,Completed,1.333,3.25,1.36,3,1.25,3,1.333,3,,
50,Long Island,TD Waterhouse Cup,8/23/03,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Kuerten G.,22,14,7,6,6,4,,,,,,,2,0,Completed,2.1,1.667,2.05,1.72,1.75,1.75,2.1,1.667,,
50,Long Island,TD Waterhouse Cup,8/23/03,International,Outdoor,Hard,Quarterfinals,3,Blake J.,Nieminen J.,41,39,4,6,6,2,6,3,,,,,2,1,Completed,1.444,2.625,1.43,2.7,1.4,2.3,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,8/23/03,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Kiefer N.,11,70,6,0,6,2,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.45,2.2,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,8/24/03,International,Outdoor,Hard,Semifinals,3,Blake J.,El Aynaoui Y.,41,22,6,3,6,1,,,,,,,2,0,Completed,1.615,2.2,1.63,2.2,1.6,1.9,1.667,2.1,,
50,Long Island,TD Waterhouse Cup,8/24/03,International,Outdoor,Hard,The Final,3,Srichaphan P.,Blake J.,11,41,6,2,6,4,,,,,,,2,0,Completed,2,1.727,1.95,1.8,1.8,1.7,2,1.727,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Vacek J.,3,154,6,2,4,6,6,3,6,2,,,3,1,Completed,1.083,7,1.08,7.25,1.1,4.5,1.063,7,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Popp A.,37,107,6,2,7,5,6,3,,,,,3,0,Completed,1.364,3,1.36,3.1,1.3,2.7,1.333,3,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Delgado R.,Grosjean S.,158,9,6,4,6,7,4,6,7,6,6,4,3,2,Completed,6.5,1.1,5,1.16,3.8,1.15,6,1.1,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Robredo T.,119,17,6,3,6,4,6,2,,,,,3,0,Completed,4,1.222,3.85,1.25,3.3,1.2,4,1.2,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Baker B.,81,472,6,3,6,3,5,7,6,3,,,3,1,Completed,1.364,3,1.38,3,1.35,2.5,1.4,2.75,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,26,194,6,3,6,2,6,4,,,,,3,0,Completed,1.1,6.5,1.08,7.25,1.1,4.5,1.08,7,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Ramirez-Hidalgo R.,86,70,4,6,6,0,3,6,6,1,6,1,3,2,Completed,1.571,2.25,1.57,2.3,1.55,2,1.533,2.375,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Carlsen K.,Morrison J.,72,180,6,2,3,6,6,3,6,4,,,3,1,Completed,2.375,1.533,2.4,1.55,2.1,1.5,2.37,1.53,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Vahaly B.,32,78,6,7,7,6,6,3,6,4,,,3,1,Completed,1.364,3,1.36,3.1,1.3,2.7,1.364,2.875,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Carraz G.,Rusedski G.,100,90,6,4,4,6,6,2,5,7,6,4,3,2,Completed,4,1.222,4,1.23,3.8,1.15,3.5,1.25,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Yim R.,93,802,6,1,7,6,6,2,,,,,3,0,Completed,1.05,8.5,1.02,11,1.05,5,1.06,7,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Mirnyi M.,38,18,7,6,2,6,6,2,7,6,,,3,1,Completed,3.5,1.286,3.75,1.26,3,1.25,4,1.2,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Behrend T.,121,79,5,7,6,3,6,2,6,3,,,3,1,Completed,1.72,2,1.55,2.35,1.6,1.9,1.66,2.1,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Galimberti G.,68,127,5,7,6,2,6,2,7,6,,,3,1,Completed,1.444,2.625,1.45,2.7,1.45,2.2,1.444,2.625,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Miranda I.,23,115,6,4,6,3,6,1,,,,,3,0,Completed,1.125,5.5,1.16,5,1.1,4.5,1.143,5,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Ferrer D.,40,59,6,2,6,3,6,3,,,,,3,0,Completed,1.167,4.5,1.14,5.25,1.2,3.3,1.167,4.5,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Abel M.,188,251,4,6,6,4,6,3,6,1,,,3,1,Completed,2,1.727,2.05,1.75,2,1.55,2,1.727,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Kendrick R.,92,120,7,6,6,7,7,5,1,6,6,1,3,2,Completed,1.833,1.833,2.1,1.72,2,1.55,1.909,1.8,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Voltchkov V.,69,66,6,3,6,4,7,6,,,,,3,0,Completed,1.533,2.375,1.45,2.7,1.3,2.7,1.571,2.25,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Volandri F.,44,47,6,1,6,4,6,0,,,,,3,0,Completed,1.4,2.75,1.43,2.75,1.35,2.5,1.364,2.875,,
51,New York,US Open,8/25/03,Grand Slam,Outdoor,Hard,1st Round,5,Verkerk M.,Bogomolov Jr. A.,16,117,7,6,4,6,3,6,7,6,1,0,2,2,Retired,1.533,2.375,1.5,2.55,1.4,2.3,1.444,2.625,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Puerta M.,5,91,6,4,6,3,6,1,,,,,3,0,Completed,1.02,11,1.02,11,1.03,5.5,1.04,9,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Soderling R.,73,99,7,6,6,3,3,6,6,4,,,3,1,Completed,2,1.727,2.2,1.65,1.75,1.75,2,1.727,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Hanescu V.,6,84,6,3,6,2,6,2,,,,,3,0,Completed,1.083,7,1.09,7,1.1,4.5,1.05,8,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Arthurs W.,8,118,4,6,6,3,6,2,6,4,,,3,1,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.143,5,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Karanusic R.,41,225,6,4,7,6,6,3,,,,,3,0,Completed,,,1.15,5.25,1.15,3.8,1.12,5.5,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Saulnier C.,11,101,2,6,6,2,6,3,7,6,,,3,1,Completed,1.143,5,1.13,5.65,1.15,3.8,1.167,4.5,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Gimelstob J.,53,82,6,3,6,4,6,2,,,,,3,0,Completed,1.444,2.625,1.4,2.9,1.4,2.3,1.4,2.75,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Vliegen K.,28,131,3,6,7,6,6,2,6,2,,,3,1,Completed,,,1.2,4.35,1.2,3.3,1.222,3.75,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Benneteau J.,58,160,0,6,7,5,6,2,6,2,,,3,1,Completed,1.444,2.625,1.55,2.4,1.4,2.3,1.533,2.375,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Beck K.,57,71,4,6,6,3,7,5,3,6,6,4,3,2,Completed,1.533,2.375,1.65,2.2,1.55,2,1.571,2.25,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Chang M.,15,222,6,3,7,5,5,7,6,4,,,3,1,Completed,1.083,7,1.08,7.25,1.05,5,1.063,7,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Lopez F.,46,29,6,4,6,4,6,4,,,,,3,0,Completed,,,2.15,1.68,1.9,1.6,2,1.72,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Saretta F.,Spadea V.,49,31,6,3,6,1,5,7,7,6,,,3,1,Completed,2,1.727,1.95,1.82,1.85,1.65,2,1.727,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Squillari F.,62,97,6,3,5,0,,,,,,,1,0,Retired,1.25,3.75,1.2,4.3,1.2,3.3,1.222,3.75,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,van Lottum J.,Rochus C.,83,89,6,0,6,2,6,2,,,,,3,0,Completed,1.833,1.833,1.8,1.95,1.8,1.7,1.727,2,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Sluiter R.,24,54,7,6,7,6,2,6,6,3,,,3,1,Completed,,,1.72,2.05,1.55,2,1.667,2.1,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Horna L.,85,76,6,4,4,6,3,6,7,5,6,1,3,2,Completed,1.533,2.375,1.65,2.2,1.5,2.1,1.571,2.25,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Boutter J.,12,96,6,2,6,3,6,2,,,,,3,0,Completed,1.143,5,1.18,4.7,1.15,3.8,1.125,5.5,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Eschauer W.,19,98,7,6,7,6,1,6,6,4,,,3,1,Completed,1.286,3.5,1.25,3.85,1.3,2.7,1.286,3.25,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Corretja A.,1,102,6,1,6,2,6,2,,,,,3,0,Completed,1.083,7,1.08,7,1.1,4.5,1.05,8,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Mutis O.,63,80,6,0,6,3,6,1,,,,,3,0,Completed,2,1.727,2.2,1.65,1.7,1.8,2,1.727,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Mathieu P.H.,43,56,6,4,6,2,7,5,,,,,3,0,Completed,1.727,2,1.75,2.05,1.7,1.8,1.667,2.1,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Mantilla F.,109,22,6,4,6,4,6,4,,,,,3,0,Completed,1.571,2.25,1.52,2.5,1.55,2,1.533,2.375,,
51,New York,US Open,8/26/03,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Rochus O.,67,48,6,3,6,4,6,2,,,,,3,0,Completed,1.4,2.75,1.45,2.7,1.4,2.3,1.364,2.875,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Kuerten G.,174,14,5,7,6,2,6,2,4,6,7,6,3,2,Completed,3.75,1.25,3.25,1.33,2.7,1.3,3.75,1.222,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Salzenstein J.,65,132,6,1,7,6,6,3,,,,,3,0,Completed,1.571,2.25,1.68,2.15,1.65,1.85,1.667,2.1,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Henman T.,4,33,6,3,7,6,6,3,,,,,3,0,Completed,1.25,3.75,1.25,3.85,1.2,3.3,1.25,3.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Portas A.,143,88,6,2,6,3,6,1,,,,,3,0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.1,6,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Gaudio G.,42,30,6,3,6,3,6,2,,,,,3,0,Completed,2.5,1.5,2.45,1.53,2.7,1.3,2.5,1.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Kim A.,21,173,7,5,7,6,6,3,,,,,3,0,Completed,1.125,5.5,1.1,6.5,1.1,4.5,1.1,6,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Mahut N.,39,114,6,2,6,4,7,5,,,,,3,0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.167,4.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Youzhny M.,64,36,5,7,6,4,3,6,6,3,7,5,3,2,Completed,3.25,1.333,3.6,1.28,3,1.25,3.25,1.286,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Tipsarevic J.,20,149,6,2,7,6,6,4,,,,,3,0,Completed,1.12,5.5,1.08,7.25,1.15,3.8,1.1,6,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Acasuso J.,2,75,5,7,6,3,6,3,2,0,,,2,1,Retired,1.03,10,1.05,9,1.05,5,1.03,9,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Moodie W.,Montanes A.,95,87,7,6,6,2,6,2,,,,,3,0,Completed,1.222,4,1.16,5,1.2,3.3,1.167,4.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Vicente F.,45,61,6,4,6,3,6,3,,,,,3,0,Completed,1.4,2.75,1.36,3.1,1.35,2.5,1.333,3,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Kohlschreiber P.,13,271,6,4,7,6,6,3,,,,,3,0,Completed,1.071,8,1.05,9.25,1.05,5,1.083,7,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Draper S.,7,111,4,6,6,4,7,5,7,6,,,3,1,Completed,1.333,3.25,1.35,3.15,1.25,3,1.25,3.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Ancic M.,10,74,3,6,6,3,5,7,6,2,6,2,3,2,Completed,1.286,3.5,1.28,3.6,1.25,3,1.25,3.5,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Norman M.,94,77,6,2,6,2,6,7,0,6,7,6,3,2,Completed,1.833,1.833,1.85,1.92,1.75,1.75,1.833,1.833,,
51,New York,US Open,8/27/03,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Sanchez D.,50,55,7,6,6,2,6,2,,,,,3,0,Completed,1.333,3.25,1.35,3.15,1.4,2.3,1.333,3,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Delic A.,52,525,4,6,6,3,6,7,6,2,7,5,3,2,Completed,1.25,3.75,1.22,4.15,1.25,3,1.25,3.5,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Zabaleta M.,35,27,7,6,6,3,6,2,,,,,3,0,Completed,1.5,2.5,1.52,2.5,1.4,2.3,1.4,2.75,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Lee H.T.,6,69,5,7,6,2,6,2,6,4,,,3,1,Completed,1.063,8,1.07,8,1.1,4.5,1.063,7,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Berdych T.,41,121,2,6,6,1,6,4,6,3,,,3,1,Completed,1.22,4,1.22,4.15,1.2,3.3,1.18,4.33,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Srichaphan P.,Hrbaty D.,11,53,6,4,6,4,6,3,,,,,3,0,Completed,1.25,3.75,1.3,3.4,1.2,3.3,1.333,3,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Sanguinetti D.,119,86,7,6,7,6,4,6,6,3,,,3,1,Completed,1.444,2.625,1.33,3.25,1.45,2.2,1.4,2.75,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Delgado R.,44,158,4,6,6,4,6,4,3,6,6,3,3,2,Completed,1.5,2.5,1.53,2.45,1.45,2.2,1.53,2.37,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Melzer J.,3,81,1,6,7,6,6,2,6,4,,,3,1,Completed,1.1,6.5,1.08,7.5,1.1,4.5,1.063,7,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Carlsen K.,28,72,4,6,6,2,6,3,6,3,,,3,1,Completed,1.333,3.25,1.33,3.25,1.35,2.5,1.286,3.25,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Verkerk M.,93,16,6,3,6,4,6,7,7,6,,,3,1,Completed,1.533,2.375,1.53,2.45,1.5,2.1,1.571,2.25,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Santoro F.,46,58,6,2,6,4,6,7,6,3,,,3,1,Completed,1.4,2.75,1.33,3.25,1.35,2.5,1.364,2.875,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Carraz G.,Clement A.,100,32,3,6,1,6,6,2,7,6,6,1,3,2,Completed,3,1.364,3,1.38,3,1.25,3.25,1.286,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Ulihrach B.,5,188,6,2,6,1,6,4,,,,,3,0,Completed,1.063,8,1.05,9,1.05,5,1.063,7,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Kucera K.,Fish M.,37,26,6,4,7,6,6,4,,,,,3,0,Completed,3,1.364,3.25,1.33,2.7,1.3,3,1.333,,
51,New York,US Open,8/28/03,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Davydenko N.,73,38,6,3,6,4,7,6,,,,,3,0,Completed,1.833,1.833,2,1.78,1.75,1.75,1.833,1.833,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Koubek S.,15,68,7,6,6,1,6,2,,,,,3,0,Completed,1.286,3.5,1.3,3.45,1.25,3,1.286,3.25,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Ferreira W.,40,23,6,2,6,4,6,7,6,2,,,3,1,Completed,2.2,1.615,2.25,1.62,2,1.55,2.1,1.667,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Vinciguerra A.,1,92,7,6,6,1,6,4,,,,,3,0,Completed,1.03,10,1.02,12,1.03,5.5,1.02,11,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Calleri A.,67,19,6,2,6,7,6,3,3,6,6,3,3,2,Completed,1.4,2.75,1.46,2.65,1.3,2.7,1.444,2.625,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Tursunov D.,van Lottum J.,174,83,6,4,3,6,6,3,5,7,6,2,3,2,Completed,1.727,2,1.58,2.35,1.65,1.85,1.667,2.1,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Nieminen J.,13,39,5,7,6,3,6,1,4,6,7,6,3,2,Completed,1.444,2.625,1.42,2.8,1.4,2.3,1.364,2.875,,
51,New York,US Open,8/29/03,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Dupuis A.,20,64,6,2,6,3,6,4,,,,,3,0,Completed,1.167,4.5,1.15,5.25,1.15,3.8,1.125,5.5,,
